ORDERNUMBER,QUANTITYORDERED,PRICEEACH,ORDERLINENUMBER,SALES,ORDERDATE,STATUS,QTR_ID,MONTH_ID,YEAR_ID,PRODUCTLINE,MSRP,PRODUCTCODE,CUSTOMERNAME,PHONE,ADDRESSLINE1,ADDRESSLINE2,CITY,STATE,POSTALCODE,COUNTRY,TERRITORY,CONTACTLASTNAME,CONTACTFIRSTNAME,DEALSIZE
10413,47,100,3,8236.75,"5/5/2005 0:00",Shipped,2,5,2005,"Classic Cars",151,S12_3148,"Gift Depot Inc.",2035552570,"25593 South Bay Ln.",,Bridgewater,CT,97562,USA,NA,King,Julie,Large
10108,45,100,4,6130.35,"3/3/2003 0:00",Shipped,1,3,2003,"Classic Cars",117,S12_3380,"Cruz & Sons Co.","+63 2 555 3587","15 McCallum Street - NatWest Center #13-03",,"Makati City",,"1227 MM",Philippines,Japan,Cruz,Arnold,Medium
10122,37,99.82,8,3693.34,"5/8/2003 0:00",Shipped,2,5,2003,"Classic Cars",117,S12_3380,"Marseille Mini Autos",91.24.4555,"12, rue des Bouchers",,Marseille,,13008,France,EMEA,Lebihan,Laurence,Medium
10135,48,100,5,6031.68,"7/2/2003 0:00",Shipped,3,7,2003,"Classic Cars",117,S12_3380,"Mini Gifts Distributors Ltd.",4155551450,"5677 Strong St.",,"San Rafael",CA,97562,USA,NA,Nelson,Valarie,Medium
10147,31,100,5,3494.94,"9/5/2003 0:00",Shipped,3,9,2003,"Classic Cars",117,S12_3380,"Collectables For Less Inc.",6175558555,"7825 Douglas Av.",,Brickhaven,MA,58339,USA,NA,Nelson,Allen,Medium
10160,46,100,6,5294.14,"10/11/2003 0:00",Shipped,4,10,2003,"Classic Cars",117,S12_3380,"Men 'R' US Retailers, Ltd.",2155554369,"6047 Douglas Av.",,"Los Angeles",CA,,USA,NA,Chandler,Michael,Medium
10170,47,100,4,5464.69,"11/4/2003 0:00",Shipped,4,11,2003,"Classic Cars",117,S12_3380,"Mini Auto Werke",7675-3555,"Kirchgasse 6",,Graz,,8010,Austria,EMEA,Mendel,Roland,Medium
10191,40,100,1,5590,"11/20/2003 0:00",Shipped,4,11,2003,"Classic Cars",117,S12_3380,"Toms Spezialitten, Ltd",0221-5554327,"Mehrheimerstr. 369",,Koln,,50739,Germany,EMEA,Pfalzheim,Henriette,Medium
10212,39,100,16,4946.76,"1/16/2004 0:00",Shipped,1,1,2004,"Classic Cars",117,S12_3380,"Euro Shopping Channel","(91) 555 94 44","C/ Moralzarzal, 86",,Madrid,,28034,Spain,EMEA,Freyre,Diego,Medium
10238,29,100,1,3167.38,"4/9/2004 0:00",Shipped,2,4,2004,"Classic Cars",117,S12_3380,"Danish Wholesale Imports","31 12 3555","Vinb'ltet 34",,Kobenhavn,,1734,Denmark,EMEA,Petersen,Jytte,Medium
10276,47,100,1,5464.69,"8/2/2004 0:00",Shipped,3,8,2004,"Classic Cars",117,S12_3380,"Online Mini Collectables",6175557555,"7635 Spinnaker Dr.",,Brickhaven,MA,58339,USA,NA,Barajas,Miguel,Medium
10287,45,100,10,4756.5,"8/30/2004 0:00",Shipped,3,8,2004,"Classic Cars",117,S12_3380,"Vida Sport, Ltd",0897-034555,"Grenzacherweg 237",,Gensve,,1203,Switzerland,EMEA,Holz,Michael,Medium
10300,29,100,3,3984.6,"10/4/2003 0:00",Shipped,4,10,2003,"Classic Cars",117,S12_3380,"Blauer See Auto, Co.","+49 69 66 90 2555","Lyonerstr. 34",,Frankfurt,,60528,Germany,EMEA,Keitel,Roland,Medium
10310,24,100,8,3100.32,"10/16/2004 0:00",Shipped,4,10,2004,"Classic Cars",117,S12_3380,"Toms Spezialitten, Ltd",0221-5554327,"Mehrheimerstr. 369",,Koln,,50739,Germany,EMEA,Pfalzheim,Henriette,Medium
10320,35,100,1,4850.3,"11/3/2004 0:00",Shipped,4,11,2004,"Classic Cars",117,S12_3380,"Volvo Model Replicas, Co","0921-12 3555","Berguvsv„gen  8",,Lule,,"S-958 22",Sweden,EMEA,Berglund,Christina,Medium
10329,46,83.63,13,3846.98,"11/15/2004 0:00",Shipped,4,11,2004,"Classic Cars",117,S12_3380,"Land of Toys Inc.",2125557818,"897 Long Airport Avenue",,NYC,NY,10022,USA,NA,Yu,Kwai,Medium
10341,44,95.93,1,4220.92,"11/24/2004 0:00",Shipped,4,11,2004,"Classic Cars",117,S12_3380,"Salzburg Collectables",6562-9555,"Geislweg 14",,Salzburg,,5020,Austria,EMEA,Pipps,Georg,Medium
10363,34,96.73,4,3288.82,"1/6/2005 0:00",Shipped,1,1,2005,"Classic Cars",117,S12_3380,"Suominen Souveniers","+358 9 8045 555","Software Engineering Center, SEC Oy",,Espoo,,FIN-02271,Finland,EMEA,Suominen,Kalle,Medium
10376,35,100,1,3987.2,"2/8/2005 0:00",Shipped,1,2,2005,"Classic Cars",117,S12_3380,"Boards & Toys Co.",3105552373,"4097 Douglas Av.",,Glendale,CA,92561,USA,NA,Young,Leslie,Medium
10105,29,100,14,4566.05,"2/11/2003 0:00",Shipped,1,2,2003,"Classic Cars",173,S12_3891,"Danish Wholesale Imports","31 12 3555","Vinb'ltet 34",,Kobenhavn,,1734,Denmark,EMEA,Petersen,Jytte,Medium
10117,39,100,8,5938.14,"4/16/2003 0:00",Shipped,2,4,2003,"Classic Cars",173,S12_3891,"Dragon Souveniers, Ltd.","+65 221 7555","Bronz Sok., Bronz Apt. 3/6 Tesvikiye",,Singapore,,79903,Singapore,Japan,Natividad,Eric,Medium
10127,42,100,1,8138.76,"6/3/2003 0:00",Shipped,2,6,2003,"Classic Cars",173,S12_3891,"Muscle Machine Inc",2125557413,"4092 Furth Circle","Suite 400",NYC,NY,10022,USA,NA,Young,Jeff,Large
10142,46,100,11,9470.94,"8/8/2003 0:00",Shipped,3,8,2003,"Classic Cars",173,S12_3891,"Mini Gifts Distributors Ltd.",4155551450,"5677 Strong St.",,"San Rafael",CA,97562,USA,NA,Nelson,Valarie,Large
10153,49,100,10,7036.89,"9/28/2003 0:00",Shipped,3,9,2003,"Classic Cars",173,S12_3891,"Euro Shopping Channel","(91) 555 94 44","C/ Moralzarzal, 86",,Madrid,,28034,Spain,EMEA,Freyre,Diego,Large
10165,27,100,2,5559.03,"10/22/2003 0:00",Shipped,4,10,2003,"Classic Cars",173,S12_3891,"Dragon Souveniers, Ltd.","+65 221 7555","Bronz Sok., Bronz Apt. 3/6 Tesvikiye",,Singapore,,79903,Singapore,Japan,Natividad,Eric,Medium
10176,50,100,1,7872.5,"11/6/2003 0:00",Shipped,4,11,2003,"Classic Cars",173,S12_3891,"L'ordine Souveniers",0522-556555,"Strada Provinciale 124",,"Reggio Emilia",,42100,Italy,EMEA,Moroni,Maurizio,Large
10185,43,100,12,7886.2,"11/14/2003 0:00",Shipped,4,11,2003,"Classic Cars",173,S12_3891,"Mini Creations Ltd.",5085559555,"4575 Hillside Dr.",,"New Bedford",MA,50553,USA,NA,Tam,"Wing C",Large
10196,38,100,4,7232.16,"11/26/2003 0:00",Shipped,4,11,2003,"Classic Cars",173,S12_3891,"Super Scale Inc.",2035559545,"567 North Pendale Street",,"New Haven",CT,97823,USA,NA,Murphy,Leslie,Large
10208,20,100,12,3114.4,"1/2/2004 0:00",Shipped,1,1,2004,"Classic Cars",173,S12_3891,"Saveley & Henriot, Co.",78.32.5555,"2, rue du Commerce",,Lyon,,69004,France,EMEA,Saveley,Mary,Medium
10220,27,100,1,5045.22,"2/12/2004 0:00",Shipped,1,2,2004,"Classic Cars",173,S12_3891,"Clover Collections, Co.","+353 1862 1555","25 Maiden Lane","Floor No. 4",Dublin,,2,Ireland,EMEA,Cassidy,Dean,Medium
10231,49,100,1,6952.12,"3/19/2004 0:00",Shipped,1,3,2004,"Classic Cars",173,S12_3891,"CAF Imports","+34 913 728 555","Merchants House, 27-30 Merchant's Quay",,Madrid,,28023,Spain,EMEA,Fernandez,Jesus,Medium
10247,27,100,1,4157.73,"5/5/2004 0:00",Shipped,2,5,2004,"Classic Cars",173,S12_3891,"Suominen Souveniers","+358 9 8045 555","Software Engineering Center, SEC Oy",,Espoo,,FIN-02271,Finland,EMEA,Suominen,Kalle,Medium
10272,39,100,1,7962.24,"7/20/2004 0:00",Shipped,3,7,2004,"Classic Cars",173,S12_3891,"Diecast Classics Inc.",2155551555,"7586 Pompton St.",,Allentown,PA,70267,USA,NA,Yu,Kyung,Large
10282,24,100,4,3778.8,"8/20/2004 0:00",Shipped,3,8,2004,"Classic Cars",173,S12_3891,"Mini Gifts Distributors Ltd.",4155551450,"5677 Strong St.",,"San Rafael",CA,97562,USA,NA,Nelson,Valarie,Medium
10293,45,100,7,8253,"9/9/2004 0:00",Shipped,3,9,2004,"Classic Cars",173,S12_3891,"Amica Models & Co.",011-4988555,"Via Monte Bianco 34",,Torino,,10100,Italy,EMEA,Accorti,Paolo,Large
10306,20,100,12,3633.4,"10/14/2004 0:00",Shipped,4,10,2004,"Classic Cars",173,S12_3891,"AV Stores, Co.","(171) 555-1555","Fauntleroy Circus",,Manchester,,"EC2 5NT",UK,EMEA,Ashworth,Victoria,Medium
10314,36,100,4,6913.8,"10/22/2004 0:00",Shipped,4,10,2004,"Classic Cars",173,S12_3891,"Heintze Collectables","86 21 3555","Smagsloget 45",,Aaarhus,,8200,Denmark,EMEA,Ibsen,Palle,Medium
10336,49,63.38,1,3105.62,"11/20/2004 0:00",Shipped,4,11,2004,"Classic Cars",173,S12_3891,"La Corne D'abondance, Co.","(1) 42.34.2555","265, boulevard Charonne",,Paris,,75012,France,EMEA,Bertrand,Marie,Medium
10349,26,100,10,4408.56,"12/1/2004 0:00",Shipped,4,12,2004,"Classic Cars",173,S12_3891,"Muscle Machine Inc",2125557413,"4092 Furth Circle","Suite 400",NYC,NY,10022,USA,NA,Young,Jeff,Medium
10359,49,62.09,5,3042.41,"12/15/2004 0:00",Shipped,4,12,2004,"Classic Cars",173,S12_3891,"Reims Collectables",26.47.1555,"59 rue de l'Abbaye",,Reims,,51100,France,EMEA,Henriot,Paul,Medium
10372,34,100,1,5941.5,"1/26/2005 0:00",Shipped,1,1,2005,"Classic Cars",173,S12_3891,"Tokyo Collectables, Ltd","+81 3 3584 0555","2-2-8 Roppongi",,Minato-ku,Tokyo,106-0032,Japan,Japan,Shimamura,Akiko,Medium
10382,34,95.35,12,3241.9,"2/17/2005 0:00",Shipped,1,2,2005,"Classic Cars",173,S12_3891,"Mini Gifts Distributors Ltd.",4155551450,"5677 Strong St.",,"San Rafael",CA,97562,USA,NA,Nelson,Valarie,Medium
10396,33,100,3,6109.29,"3/23/2005 0:00",Shipped,1,3,2005,"Classic Cars",173,S12_3891,"Mini Gifts Distributors Ltd.",4155551450,"5677 Strong St.",,"San Rafael",CA,97562,USA,NA,Nelson,Valarie,Medium
10413,22,100,1,3387.78,"5/5/2005 0:00",Shipped,2,5,2005,"Classic Cars",173,S12_3891,"Gift Depot Inc.",2035552570,"25593 South Bay Ln.",,Bridgewater,CT,97562,USA,NA,King,Julie,Medium
10108,39,89.38,7,3485.82,"3/3/2003 0:00",Shipped,1,3,2003,"Classic Cars",79,S12_3990,"Cruz & Sons Co.","+63 2 555 3587","15 McCallum Street - NatWest Center #13-03",,"Makati City",,"1227 MM",Philippines,Japan,Cruz,Arnold,Medium
10203,44,82.99,9,3651.56,"12/2/2003 0:00",Shipped,4,12,2003,"Classic Cars",79,S12_3990,"Euro Shopping Channel","(91) 555 94 44","C/ Moralzarzal, 86",,Madrid,,28034,Spain,EMEA,Freyre,Diego,Medium
10276,38,83.79,4,3184.02,"8/2/2004 0:00",Shipped,3,8,2004,"Classic Cars",79,S12_3990,"Online Mini Collectables",6175557555,"7635 Spinnaker Dr.",,Brickhaven,MA,58339,USA,NA,Barajas,Miguel,Medium
10310,49,81.4,11,3988.6,"10/16/2004 0:00",Shipped,4,10,2004,"Classic Cars",79,S12_3990,"Toms Spezialitten, Ltd",0221-5554327,"Mehrheimerstr. 369",,Koln,,50739,Germany,EMEA,Pfalzheim,Henriette,Medium
10329,33,100,14,3607.56,"11/15/2004 0:00",Shipped,4,11,2004,"Classic Cars",79,S12_3990,"Land of Toys Inc.",2125557818,"897 Long Airport Avenue",,NYC,NY,10022,USA,NA,Yu,Kwai,Medium
10341,36,93.56,10,3368.16,"11/24/2004 0:00",Shipped,4,11,2004,"Classic Cars",79,S12_3990,"Salzburg Collectables",6562-9555,"Geislweg 14",,Salzburg,,5020,Austria,EMEA,Pipps,Georg,Medium
10419,34,90.17,14,3065.78,"5/17/2005 0:00",Shipped,2,5,2005,"Classic Cars",79,S12_3990,"Salzburg Collectables",6562-9555,"Geislweg 14",,Salzburg,,5020,Austria,EMEA,Pipps,Georg,Medium
10104,41,100,9,4615.78,"1/31/2003 0:00",Shipped,1,1,2003,"Trucks and Buses",118,S12_4473,"Euro Shopping Channel","(91) 555 94 44","C/ Moralzarzal, 86",,Madrid,,28034,Spain,EMEA,Freyre,Diego,Medium
10115,46,100,5,5723.78,"4/4/2003 0:00",Shipped,2,4,2003,"Trucks and Buses",118,S12_4473,"Classic Legends Inc.",2125558493,"5905 Pompton St.","Suite 750",NYC,NY,10022,USA,NA,Hernandez,Maria,Medium
10151,24,100,3,3327.6,"9/21/2003 0:00",Shipped,3,9,2003,"Trucks and Buses",118,S12_4473,"Oulu Toy Supplies, Inc.",981-443655,"Torikatu 38",,Oulu,,90110,Finland,EMEA,Koskitalo,Pirkko,Medium
10165,48,100,12,6825.6,"10/22/2003 0:00",Shipped,4,10,2003,"Trucks and Buses",118,S12_4473,"Dragon Souveniers, Ltd.","+65 221 7555","Bronz Sok., Bronz Apt. 3/6 Tesvikiye",,Singapore,,79903,Singapore,Japan,Natividad,Eric,Medium
10175,26,100,1,3543.28,"11/6/2003 0:00",Shipped,4,11,2003,"Trucks and Buses",118,S12_4473,"Stylish Desk Decors, Co.","(171) 555-0297","35 King George",,London,,"WX3 6FW",UK,EMEA,Brown,Ann,Medium
10184,37,100,6,4516.22,"11/14/2003 0:00",Shipped,4,11,2003,"Trucks and Buses",118,S12_4473,"Iberia Gift Imports, Corp.","(95) 555 82 82","C/ Romero, 33",,Sevilla,,41101,Spain,EMEA,Roel,"Jose Pedro",Medium
10195,49,100,6,6445.46,"11/25/2003 0:00",Shipped,4,11,2003,"Trucks and Buses",118,S12_4473,"Mini Classics",9145554562,"3758 North Pendale Street",,"White Plains",NY,24067,USA,NA,Frick,Steve,Medium
10207,34,99.54,7,3384.36,"12/9/2003 0:00",Shipped,4,12,2003,"Trucks and Buses",118,S12_4473,"Diecast Collectables",6175552555,"6251 Ingle Ln.",,Boston,MA,51003,USA,NA,Franco,Valarie,Medium
10219,48,100,2,4891.68,"2/10/2004 0:00",Shipped,1,2,2004,"Trucks and Buses",118,S12_4473,"Signal Collectibles Ltd.",4155554312,"2793 Furth Circle",,Brisbane,CA,94217,USA,NA,Taylor,Sue,Medium
10229,36,100,1,4521.96,"3/11/2004 0:00",Shipped,1,3,2004,"Trucks and Buses",118,S12_4473,"Mini Gifts Distributors Ltd.",4155551450,"5677 Strong St.",,"San Rafael",CA,97562,USA,NA,Nelson,Valarie,Medium
10246,46,100,5,5069.66,"5/5/2004 0:00",Shipped,2,5,2004,"Trucks and Buses",118,S12_4473,"Euro Shopping Channel","(91) 555 94 44","C/ Moralzarzal, 86",,Madrid,,28034,Spain,EMEA,Freyre,Diego,Medium
10259,46,100,4,6541.2,"6/15/2004 0:00",Shipped,2,6,2004,"Trucks and Buses",118,S12_4473,"Handji Gifts& Co","+65 224 1555","Village Close - 106 Linden Road Sandown","2nd Floor",Singapore,,69045,Singapore,APAC,Victorino,Wendy,Medium
10271,31,97.17,5,3012.27,"7/20/2004 0:00",Shipped,3,7,2004,"Trucks and Buses",118,S12_4473,"Mini Gifts Distributors Ltd.",4155551450,"5677 Strong St.",,"San Rafael",CA,97562,USA,NA,Nelson,Valarie,Medium
10281,41,100,1,5247.18,"8/19/2004 0:00",Shipped,3,8,2004,"Trucks and Buses",118,S12_4473,"Diecast Classics Inc.",2155551555,"7586 Pompton St.",,Allentown,PA,70267,USA,NA,Yu,Kyung,Medium
10305,38,100,5,4773.18,"10/13/2004 0:00",Shipped,4,10,2004,"Trucks and Buses",118,S12_4473,"Marta's Replicas Co.",6175558555,"39323 Spinnaker Dr.",,Cambridge,MA,51247,USA,NA,Hernandez,Marta,Medium
10314,45,100,14,6185.7,"10/22/2004 0:00",Shipped,4,10,2004,"Trucks and Buses",118,S12_4473,"Heintze Collectables","86 21 3555","Smagsloget 45",,Aaarhus,,8200,Denmark,EMEA,Ibsen,Palle,Medium
10336,38,100,3,6372.6,"11/20/2004 0:00",Shipped,4,11,2004,"Trucks and Buses",118,S12_4473,"La Corne D'abondance, Co.","(1) 42.34.2555","265, boulevard Charonne",,Paris,,75012,France,EMEA,Bertrand,Marie,Medium
10349,48,100,9,5232.96,"12/1/2004 0:00",Shipped,4,12,2004,"Trucks and Buses",118,S12_4473,"Muscle Machine Inc",2125557413,"4092 Furth Circle","Suite 400",NYC,NY,10022,USA,NA,Young,Jeff,Medium
10412,54,100,5,5951.34,"5/3/2005 0:00",Shipped,2,5,2005,"Trucks and Buses",118,S12_4473,"Euro Shopping Channel","(91) 555 94 44","C/ Moralzarzal, 86",,Madrid,,28034,Spain,EMEA,Freyre,Diego,Medium
10425,33,100,4,4692.6,"5/31/2005 0:00","In Process",2,5,2005,"Trucks and Buses",118,S12_4473,"La Rochelle Gifts",40.67.8555,"67, rue des Cinquante Otages",,Nantes,,44000,France,EMEA,Labrune,Janine,Medium
10108,36,100,3,3731.04,"3/3/2003 0:00",Shipped,1,3,2003,"Classic Cars",115,S12_4675,"Cruz & Sons Co.","+63 2 555 3587","15 McCallum Street - NatWest Center #13-03",,"Makati City",,"1227 MM",Philippines,Japan,Cruz,Arnold,Medium
10147,33,97.89,4,3230.37,"9/5/2003 0:00",Shipped,3,9,2003,"Classic Cars",115,S12_4675,"Collectables For Less Inc.",6175558555,"7825 Douglas Av.",,Brickhaven,MA,58339,USA,NA,Nelson,Allen,Medium
10160,50,100,5,5182,"10/11/2003 0:00",Shipped,4,10,2003,"Classic Cars",115,S12_4675,"Men 'R' US Retailers, Ltd.",2155554369,"6047 Douglas Av.",,"Los Angeles",CA,,USA,NA,Chandler,Michael,Medium
10170,41,100,3,4391.1,"11/4/2003 0:00",Shipped,4,11,2003,"Classic Cars",115,S12_4675,"Mini Auto Werke",7675-3555,"Kirchgasse 6",,Graz,,8010,Austria,EMEA,Mendel,Roland,Medium
10181,36,100,11,4477.32,"11/12/2003 0:00",Shipped,4,11,2003,"Classic Cars",115,S12_4675,"Herkku Gifts","+47 2267 3215","Drammen 121, PR 744 Sentrum",,Bergen,,"N 5804",Norway,EMEA,Oeztan,Veysel,Medium
10192,27,100,16,3544.56,"11/20/2003 0:00",Shipped,4,11,2003,"Classic Cars",115,S12_4675,"Online Diecast Creations Co.",6035558647,"2304 Long Airport Avenue",,Nashua,NH,62005,USA,NA,Young,Valarie,Medium
10203,47,100,5,5195.85,"12/2/2003 0:00",Shipped,4,12,2003,"Classic Cars",115,S12_4675,"Euro Shopping Channel","(91) 555 94 44","C/ Moralzarzal, 86",,Madrid,,28034,Spain,EMEA,Freyre,Diego,Medium
10212,33,100,15,4180.44,"1/16/2004 0:00",Shipped,1,1,2004,"Classic Cars",115,S12_4675,"Euro Shopping Channel","(91) 555 94 44","C/ Moralzarzal, 86",,Madrid,,28034,Spain,EMEA,Freyre,Diego,Medium
10253,41,100,10,4910.57,"6/1/2004 0:00",Cancelled,2,6,2004,"Classic Cars",115,S12_4675,"UK Collectables, Ltd.","(171) 555-2282","Berkeley Gardens 12  Brewery",,Liverpool,,"WX1 6LT",UK,EMEA,Devon,Elizabeth,Medium
10266,40,100,11,4468.4,"7/6/2004 0:00",Shipped,3,7,2004,"Classic Cars",115,S12_4675,"L'ordine Souveniers",0522-556555,"Strada Provinciale 124",,"Reggio Emilia",,42100,Italy,EMEA,Moroni,Maurizio,Medium
10277,28,100,1,3127.88,"8/4/2004 0:00",Shipped,3,8,2004,"Classic Cars",115,S12_4675,"Dragon Souveniers, Ltd.","+65 221 7555","Bronz Sok., Bronz Apt. 3/6 Tesvikiye",,Singapore,,79903,Singapore,Japan,Natividad,Eric,Medium
10341,55,75.2,7,4136,"11/24/2004 0:00",Shipped,4,11,2004,"Classic Cars",115,S12_4675,"Salzburg Collectables",6562-9555,"Geislweg 14",,Salzburg,,5020,Austria,EMEA,Pipps,Georg,Medium
10363,46,88.45,6,4068.7,"1/6/2005 0:00",Shipped,1,1,2005,"Classic Cars",115,S12_4675,"Suominen Souveniers","+358 9 8045 555","Software Engineering Center, SEC Oy",,Espoo,,FIN-02271,Finland,EMEA,Suominen,Kalle,Medium
10377,50,100,1,5182,"2/9/2005 0:00",Shipped,1,2,2005,"Classic Cars",115,S12_4675,"Toys of Finland, Co.","90-224 8555","Keskuskatu 45",,Helsinki,,21240,Finland,EMEA,Karttunen,Matti,Medium
10389,47,100,8,5243.79,"3/3/2005 0:00",Shipped,1,3,2005,"Classic Cars",115,S12_4675,"Scandinavian Gift Ideas","0695-34 6555","?kergatan 24",,Boras,,"S-844 67",Sweden,EMEA,Larsson,Maria,Medium
10405,97,93.28,5,9048.16,"4/14/2005 0:00",Shipped,2,4,2005,"Classic Cars",115,S12_4675,"Mini Caravy",88.60.1555,"24, place Kluber",,Strasbourg,,67000,France,EMEA,Citeaux,Frederique,Large
10419,32,100,10,3832.64,"5/17/2005 0:00",Shipped,2,5,2005,"Classic Cars",115,S12_4675,"Salzburg Collectables",6562-9555,"Geislweg 14",,Salzburg,,5020,Austria,EMEA,Pipps,Georg,Medium
10103,35,100,10,3920,"1/29/2003 0:00",Shipped,1,1,2003,"Trucks and Buses",116,S18_1097,"Baane Mini Imports","07-98 9555","Erling Skakkes gate 78",,Stavern,,4110,Norway,EMEA,Bergulfsen,Jonas,Medium
10113,49,100,4,4916.66,"3/26/2003 0:00",Shipped,1,3,2003,"Trucks and Buses",116,S18_1097,"Mini Gifts Distributors Ltd.",4155551450,"5677 Strong St.",,"San Rafael",CA,97562,USA,NA,Nelson,Valarie,Medium
10126,38,100,10,3857,"5/28/2003 0:00",Shipped,2,5,2003,"Trucks and Buses",116,S18_1097,"Corrida Auto Replicas, Ltd","(91) 555 22 82","C/ Araquil, 67",,Madrid,,28023,Spain,EMEA,Sommer,Mart¡n,Medium
10140,32,100,10,4181.44,"7/24/2003 0:00",Shipped,3,7,2003,"Trucks and Buses",116,S18_1097,"Technics Stores Inc.",6505556809,"9408 Furth Circle",,Burlingame,CA,94217,USA,NA,Hirano,Juri,Medium
10150,34,100,7,4641,"9/19/2003 0:00",Shipped,3,9,2003,"Trucks and Buses",116,S18_1097,"Dragon Souveniers, Ltd.","+65 221 7555","Bronz Sok., Bronz Apt. 3/6 Tesvikiye",,Singapore,,79903,Singapore,Japan,Natividad,Eric,Medium
10164,36,99.17,8,3570.12,"10/21/2003 0:00",Resolved,4,10,2003,"Trucks and Buses",116,S18_1097,"Mini Auto Werke",7675-3555,"Kirchgasse 6",,Graz,,8010,Austria,EMEA,Mendel,Roland,Medium
10174,48,93.34,3,4480.32,"11/6/2003 0:00",Shipped,4,11,2003,"Trucks and Buses",116,S18_1097,"Australian Gift Network, Co",61-7-3844-6555,"31 Duncan St. West End",,"South Brisbane",Queensland,4101,Australia,APAC,Calaghan,Tony,Medium
10206,34,100,5,3966.78,"12/5/2003 0:00",Shipped,4,12,2003,"Trucks and Buses",116,S18_1097,"Canadian Gift Exchange Network","(604) 555-3392","1900 Oak St.",,Vancouver,BC,"V3F 2K1",Canada,NA,Tannamuri,Yoshi,Medium
10215,46,100,2,5152,"1/29/2004 0:00",Shipped,1,1,2004,"Trucks and Buses",116,S18_1097,"West Coast Collectables Co.",3105553722,"3675 Furth Circle",,Burbank,CA,94019,USA,NA,Thompson,Steve,Medium
10228,32,100,1,3360,"3/10/2004 0:00",Shipped,1,3,2004,"Trucks and Buses",116,S18_1097,"Cambridge Collectables Co.",6175555555,"4658 Baden Av.",,Cambridge,MA,51247,USA,NA,Tseng,Kyung,Medium
10245,29,100,8,3451,"5/4/2004 0:00",Shipped,2,5,2004,"Trucks and Buses",116,S18_1097,"Super Scale Inc.",2035559545,"567 North Pendale Street",,"New Haven",CT,97823,USA,NA,Murphy,Leslie,Medium
10258,41,100,5,5453,"6/15/2004 0:00",Shipped,2,6,2004,"Trucks and Buses",116,S18_1097,"Tokyo Collectables, Ltd","+81 3 3584 0555","2-2-8 Roppongi",,Minato-ku,Tokyo,106-0032,Japan,Japan,Shimamura,Akiko,Medium
10270,43,96.84,8,4164.12,"7/19/2004 0:00",Shipped,3,7,2004,"Trucks and Buses",116,S18_1097,"Souveniers And Things Co.","+61 2 9495 8555","Monitor Money Building, 815 Pacific Hwy","Level 6",Chatswood,NSW,2067,Australia,APAC,Huxley,Adrian,Medium
10291,41,100,10,4687.94,"9/8/2004 0:00",Shipped,3,9,2004,"Trucks and Buses",116,S18_1097,"Scandinavian Gift Ideas","0695-34 6555","?kergatan 24",,Boras,,"S-844 67",Sweden,EMEA,Larsson,Maria,Medium
10304,46,98,5,4508,"10/11/2004 0:00",Shipped,4,10,2004,"Trucks and Buses",116,S18_1097,"Auto Assoc. & Cie.",30.59.8555,"67, avenue de l'Europe",,Versailles,,78000,France,EMEA,Tonini,Daniel,Medium
10312,32,100,2,4181.44,"10/21/2004 0:00",Shipped,4,10,2004,"Trucks and Buses",116,S18_1097,"Mini Gifts Distributors Ltd.",4155551450,"5677 Strong St.",,"San Rafael",CA,97562,USA,NA,Nelson,Valarie,Medium
10357,39,98,1,3822,"12/10/2004 0:00",Shipped,4,12,2004,"Trucks and Buses",116,S18_1097,"Mini Gifts Distributors Ltd.",4155551450,"5677 Strong St.",,"San Rafael",CA,97562,USA,NA,Nelson,Valarie,Medium
10370,27,100,1,3911.49,"1/20/2005 0:00",Shipped,1,1,2005,"Trucks and Buses",116,S18_1097,"Anna's Decorations, Ltd","02 9936 8555","201 Miller Street","Level 15","North Sydney",NSW,2060,Australia,APAC,O'Hara,Anna,Medium
10381,48,98,2,4704,"2/17/2005 0:00",Shipped,1,2,2005,"Trucks and Buses",116,S18_1097,"Corporate Gift Ideas Co.",6505551386,"7734 Strong St.",,"San Francisco",CA,,USA,NA,Brown,Julie,Medium
10411,27,100,8,3213,"5/1/2005 0:00",Shipped,2,5,2005,"Trucks and Buses",116,S18_1097,"Quebec Home Shopping Network","(514) 555-8054","43 rue St. Laurent",,Montreal,Quebec,"H1J 1C3",Canada,NA,Fresnisre,Jean,Medium
10424,54,100,5,7182,"5/31/2005 0:00","In Process",2,5,2005,"Trucks and Buses",116,S18_1097,"Euro Shopping Channel","(91) 555 94 44","C/ Moralzarzal, 86",,Madrid,,28034,Spain,EMEA,Freyre,Diego,Large
10109,26,100,4,4379.18,"3/10/2003 0:00",Shipped,1,3,2003,"Classic Cars",141,S18_1129,"Motor Mint Distributors Inc.",2155559857,"11328 Douglas Av.",,Philadelphia,PA,71270,USA,NA,Hernandez,Rosa,Medium
10122,34,100,2,5004.8,"5/8/2003 0:00",Shipped,2,5,2003,"Classic Cars",141,S18_1129,"Marseille Mini Autos",91.24.4555,"12, rue des Bouchers",,Marseille,,13008,France,EMEA,Lebihan,Laurence,Medium
10136,25,100,2,3644.75,"7/4/2003 0:00",Shipped,3,7,2003,"Classic Cars",141,S18_1129,"Alpha Cognac",61.77.6555,"1 rue Alsace-Lorraine",,Toulouse,,31000,France,EMEA,Roulet,Annette,Medium
